Query Index: 0. 
000000189	Distance:1.899820	0.163401	0.930912	0.010722	0.889687	0.908067	
000000078	Distance:1.820715	0.088223	0.905543	0.067807	0.954715	0.794682	
000000245	Distance:1.820381	0.021571	0.897240	0.828532	0.423007	0.890169	
000000250	Distance:1.779353	0.441434	0.344836	0.432121	0.896058	0.933285	
000000111	Distance:1.767479	0.047832	0.957875	0.591766	0.338025	0.920319	
000000023	Distance:1.755326	0.462316	0.566281	0.582856	0.587029	0.882930	
000000109	Distance:1.747069	0.543852	0.861809	0.143759	0.338350	0.959301	
000000070	Distance:1.743807	0.682135	0.574793	0.518609	0.924186	0.582660	
000000106	Distance:1.741091	0.485075	0.557153	0.195621	0.667873	0.958191	
000000098	Distance:1.729198	0.174759	0.961377	0.301889	0.329064	0.943200	
000000137	Distance:1.723327	0.500333	0.937282	0.170858	0.455374	0.802310	
000000090	Distance:1.715561	0.146927	0.719606	0.081244	0.756222	0.913968	
000000126	Distance:1.712592	0.532465	0.910594	0.145343	0.645736	0.680031	
000000264	Distance:1.705593	0.406268	0.996360	0.757007	0.105241	0.782239	
000000224	Distance:1.702522	0.254945	0.963544	0.500354	0.738956	0.530971	
000000108	Distance:1.694160	0.478051	0.738228	0.035404	0.458093	0.972716	
000000292	Distance:1.691047	0.668529	0.141908	0.694676	0.747251	0.896238	
000000150	Distance:1.686484	0.125951	0.998157	0.311957	0.295883	0.901253	
000000304	Distance:1.685378	0.140191	0.925746	0.743665	0.674900	0.529929	
000000238	Distance:1.669228	0.001692	0.485426	0.655573	0.847334	0.804278	
000000068	Distance:1.665350	0.136880	0.662012	0.192213	0.575734	0.979066	
000000285	Distance:1.663830	0.774216	0.286096	0.329616	0.680653	0.903156	
000000116	Distance:1.659619	0.307060	0.621833	0.025435	0.855861	0.816815	
000000032	Distance:1.654828	0.895844	0.663321	0.136143	0.330729	0.877900	
000000144	Distance:1.652231	0.805337	0.287983	0.411454	0.589742	0.906438	
000000157	Distance:1.646346	0.305761	0.946942	0.361792	0.941430	0.375597	
000000104	Distance:1.644912	0.006164	0.873596	0.492946	0.211192	0.974758	
000000131	Distance:1.643043	0.380389	0.906203	0.059131	0.300415	0.919524	
000000019	Distance:1.636874	0.588477	0.649679	0.834795	0.273664	0.748973	
000000226	Distance:1.625565	0.559402	0.449389	0.022932	0.760041	0.878174	
000000058	Distance:1.622831	0.525363	0.514471	0.007414	0.666025	0.907925	
000000197	Distance:1.608002	0.039946	0.788967	0.034039	0.811382	0.754618	
000000231	Distance:1.607680	0.008421	0.620435	0.289933	0.698192	0.868328	
000000181	Distance:1.603458	0.002926	0.531470	0.528715	0.508943	0.966668	
000000161	Distance:1.603449	0.233296	0.678352	0.801494	0.092247	0.950075	
000000124	Distance:1.601019	0.064463	0.838995	0.256879	0.359551	0.917998	
000000139	Distance:1.588142	0.842467	0.036442	0.495334	0.556773	0.993041	
000000067	Distance:1.587795	0.359199	0.461393	0.895302	0.160245	0.965271	
000000024	Distance:1.585665	0.372176	0.947738	0.678290	0.061275	0.747580	
000000038	Distance:1.584681	0.102099	0.998471	0.147033	0.441706	0.754074	
000000119	Distance:1.582786	0.322395	0.955403	0.094351	0.329404	0.799666	
000000076	Distance:1.580642	0.175221	0.299022	0.811528	0.460343	0.974077	
000000190	Distance:1.580507	0.860653	0.832616	0.099281	0.155435	0.808619	
000000242	Distance:1.579106	0.477020	0.525219	0.274567	0.325402	0.991603	
000000180	Distance:1.575980	0.108573	0.951301	0.173469	0.966700	0.414745	
000000286	Distance:1.563928	0.423153	0.057398	0.238295	0.948364	0.935605	
000000012	Distance:1.560376	0.420898	0.320392	0.922169	0.242506	0.949444	
000000278	Distance:1.554965	0.021896	0.268549	0.831943	0.749492	0.819946	
000000147	Distance:1.554052	0.764747	0.937633	0.001487	0.656384	0.436043	
000000165	Distance:1.553704	0.774360	0.627544	0.542462	0.868561	0.312997	
000000174	Distance:1.552030	0.033502	0.936541	0.471636	0.130792	0.870107	
000000217	Distance:1.551695	0.002626	0.480277	0.455224	0.802235	0.774876	
000000169	Distance:1.543351	0.629779	0.253470	0.669047	0.247407	0.996821	
000000239	Distance:1.541963	0.698723	0.382418	0.127559	0.951638	0.610149	
000000273	Distance:1.537541	0.088232	0.323046	0.961091	0.674305	0.736176	
000000043	Distance:1.532624	0.002832	0.822223	0.368074	0.737075	0.576250	
000000175	Distance:1.531861	0.637163	0.625763	0.620841	0.056098	0.851769	
000000173	Distance:1.531140	0.080079	0.263453	0.307499	0.886848	0.882605	
